															
		Database													
748	642	Thundurus: (Therian Forme)	ELECTRIC	FLYING	UNOVA	LEGENDARY	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_642_00.png	672
749	643	Reshiram	DRAGON	FIRE	UNOVA	LEGENDARY	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_643_00.png	673
750	644	Zekrom	DRAGON	ELECTRIC	UNOVA	LEGENDARY	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_644_00.png	674
751	645	Landorus: (Incarnate Forme)	GROUND	FLYING	UNOVA	LEGENDARY	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_645_00.png	675
752	645	Landorus: (Therian Forme)	GROUND	FLYING	UNOVA	LEGENDARY	TRUE		FALSE	TRUE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_645_00.png	676
753	646	Kyurem	DRAGON	ICE	UNOVA	LEGENDARY	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_646_00.png	677
754	646	Kyurem: (Black Kyurem)	DRAGON	ICE	UNOVA	LEGENDARY	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_646_00.png	10000
755	646	Kyurem: (White Kyurem)	DRAGON	ICE	UNOVA	LEGENDARY	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_646_00.png	10000
756	647	Keldeo: (Ordinary Form)	WATER	FIGHTING	UNOVA	MYTHICAL	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_647_00.png	10000
757	647	Keldeo: (Resolute Form)	WATER	FIGHTING	UNOVA	MYTHICAL	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_647_00.png	10000
758	648	Meloetta: (Aria Forme)	NORMAL	PSYCHIC	UNOVA	MYTHICAL	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_648_00.png	10000
759	648	Meloetta: (Pirouette Forme)	NORMAL	FIGHTING	UNOVA	MYTHICAL	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_648_00.png	10000
760	649	Genesect	BUG	STEEL	UNOVA	MYTHICAL	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_649_00.png	678
761	650	Chespin	GRASS		KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_650_00.png	687
762	651	Quilladin	GRASS		KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_651_00.png	688
763	652	Chesnaught	GRASS	FIGHTING	KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_652_00.png	689
764	653	Fennekin	FIRE		KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_653_00.png	690
765	654	Braixen	FIRE		KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_654_00.png	691
766	655	Delphox	FIRE	PSYCHIC	KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_655_00.png	692
767	656	Froakie	WATER		KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_656_00.png	693
768	657	Frogadier	WATER		KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_657_00.png	694
769	658	Greninja	WATER	DARK	KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_658_00.png	695
770	659	Bunnelby	NORMAL		KALOS		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_659_00.png	696
771	660	Diggersby	NORMAL	GROUND	KALOS		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_660_00.png	697
772	661	Fletchling	NORMAL	FLYING	KALOS		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_661_00.png	698
773	662	Fletchinder	FIRE	FLYING	KALOS		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_662_00.png	699
774	663	Talonflame	FIRE	FLYING	KALOS		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_663_00.png	700
775	664	Scatterbug	BUG		KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_664_00.png	10000
776	665	Spewpa	BUG		KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_665_00.png	10000
777	666	Vivillon	BUG	FLYING	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_666_00.png	10000
778	667	Litleo	FIRE	NORMAL	KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_667_00.png	701
779	668	Pyroar	FIRE	NORMAL	KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_668_00.png	702
780	669	Flabébé	FAIRY		KALOS		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FEMALE ONLY	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_669_00.png	10000
781	670	Floette	FAIRY		KALOS		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FEMALE ONLY	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_670_00.png	10000
782	671	Florges	FAIRY		KALOS		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FEMALE ONLY	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_671_00.png	10000
783	672	Skiddo	GRASS		KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_672_00.png	10000
784	673	Gogoat	GRASS		KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_673_00.png	10000
785	674	Pancham	FIGHTING		KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_674_00.png	10000
786	675	Pangoro	FIGHTING	DARK	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_675_00.png	10000
787	676	Furfrou	NORMAL		KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_676_00.png	10000
788	677	Espurr	PSYCHIC		KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_677_00.png	706
789	678	Meowstic: (Male)	PSYCHIC		KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	MALE ONLY	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_678_00.png	707
790	678	Meowstic: (Female)	PSYCHIC		KALOS		TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FEMALE ONLY	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_678_00.png	708
791	679	Honedge	STEEL	GHOST	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_679_00.png	10000
792	680	Doublade	STEEL	GHOST	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_680_00.png	10000
793	681	Aegislash: (Shield Forme)	STEEL	GHOST	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_681_00.png	10000
794	681	Aegislash: (Blade Forme)	STEEL	GHOST	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_681_00.png	10000
795	682	Spritzee	FAIRY		KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_682_00.png	10000
796	683	Aromatisse	FAIRY		KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_683_00.png	10000
797	684	Swirlix	FAIRY		KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_684_00.png	10000
798	685	Slurpuff	FAIRY		KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_685_00.png	10000
799	686	Inkay	DARK	PSYCHIC	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_686_00.png	10000
800	687	Malamar	DARK	PSYCHIC	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_687_00.png	10000
801	688	Binacle	ROCK	WATER	KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_688_00.png	713
802	689	Barbaracle	ROCK	WATER	KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_689_00.png	714
803	690	Skrelp	POISON	WATER	KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_690_00.png	709
804	691	Dragalge	POISON	DRAGON	KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_691_00.png	710
805	692	Clauncher	WATER		KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_692_00.png	711
806	693	Clawitzer	WATER		KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_693_00.png	712
807	694	Helioptile	ELECTRIC	NORMAL	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_694_00.png	10000
808	695	Heliolisk	ELECTRIC	NORMAL	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_695_00.png	10000
809	696	Tyrunt	ROCK	DRAGON	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_696_00.png	10000
810	697	Tyrantrum	ROCK	DRAGON	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_697_00.png	10000
811	698	Amaura	ROCK	ICE	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_698_00.png	10000
812	699	Aurorus	ROCK	ICE	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_699_00.png	10000
813	700	Sylveon	FAIRY		KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_700_00.png	10000
814	701	Hawlucha	FIGHTING	FLYING	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_701_00.png	10000
815	702	Dedenne	ELECTRIC	FAIRY	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_702_00.png	10000
816	703	Carbink	ROCK	FAIRY	KALOS		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_703_00.png	10000
817	704	Goomy	DRAGON		KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_704_00.png	10000
818	705	Sliggoo	DRAGON		KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_705_00.png	10000
819	706	Goodra	DRAGON		KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_706_00.png	10000
820	707	Klefki	STEEL	FAIRY	KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_707_00.png	703
821	708	Phantump	GHOST	GRASS	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_708_00.png	10000
822	709	Trevenant	GHOST	GRASS	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_709_00.png	10000
823	710	Pumpkaboo: (Average Size)	GHOST	GRASS	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_710_00.png	10000
824	710	Pumpkaboo: (Small Size)	GHOST	GRASS	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_710_00.png	10000
825	710	Pumpkaboo: (Large Size)	GHOST	GRASS	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_710_00.png	10000
826	710	Pumpkaboo: (Super Size)	GHOST	GRASS	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_710_00.png	10000
827	711	Gourgeist: (Average Size)	GHOST	GRASS	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_711_00.png	10000
828	711	Gourgeist: (Small Size)	GHOST	GRASS	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_711_00.png	10000
829	711	Gourgeist: (Large Size)	GHOST	GRASS	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_711_00.png	10000
830	711	Gourgeist: (Super Size)	GHOST	GRASS	KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_711_00.png	10000
831	712	Bergmite	ICE		KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_712_00.png	10000
832	713	Avalugg	ICE		KALOS		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_713_00.png	10000
833	714	Noibat	FLYING	DRAGON	KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_714_00.png	704
834	715	Noivern	FLYING	DRAGON	KALOS		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_715_00.png	705
835	716	Xerneas	FAIRY		KALOS	LEGENDARY	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_716_00.png	715
836	717	Yveltal	DARK	FLYING	KALOS	LEGENDARY	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_717_00.png	10000
837	718	Zygarde: (50% Forme)	DRAGON	GROUND	KALOS	LEGENDARY	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_718_00.png	10000
